	deu_default	credito_coaplicante	credito_fiador	financiamento_outro_lugar	tipo_emprego	conta_corrente_valor	outros_creditos_aqui	finance__credits__other_banks	numero_dependentes	investimentos_valor	duracao_residencia	valor_solicitado	tem_telefone	duracao_emprego	duracao_credito	historico_credito	financiamento_outros_bens	proposito_credito	tipo_residencia	receita_disponivel
864	0	0	0	0	nivel medio	sem conta	1	0	1	alta	2	12480	Nao	2	6	muito pobre	carro ou outro	carro novo	proprio	1
865	1	1	0	2	nivel medio	alta	1	0	1	baixa	2	12600	Nao	3	18	boa	imovel	eletronico	proprio	4
866	0	0	0	0	operario	negativa	2	0	2	baixa	2	12732	Nao	2	12	muito pobre	imovel	carro novo	aluguel	3
867	1	0	0	0	nivel medio	negativa	1	0	1	baixa	1	12894	Nao	4	12	boa	Nao	eletronico	gratis	4
868	1	0	1	0	nivel medio	baixa	1	1	1	baixa	2	12900	Nao	3	30	boa	Nao	carro novo	proprio	4
869	1	0	0	0	nivel medio	negativa	2	0	1	baixa	3	13476	Nao	12	12	muito pobre	seguro de vida	mobiliario	proprio	3
870	1	0	0	0	nivel medio	baixa	2	0	1	media	3	13668	Nao	1	18	boa	carro ou outro	carro novo	proprio	3
871	0	0	0	0	nivel medio	sem conta	1	0	1	media	4	13806	Nao	1	9	boa	seguro de vida	mobiliario	aluguel	2
872	0	0	0	0	nivel medio	baixa	2	0	1	sem conta	2	14562	Nao	12	18	pobre	seguro de vida	empresa	proprio	4
873	1	0	0	0	nivel medio	negativa	1	0	1	baixa	2	14772	Nao	2	18	boa	carro ou outro	mobiliario	proprio	2
874	0	0	0	0	nivel medio	negativa	1	0	1	baixa	4	15066	Nao	0	15	boa	carro ou outro	carro novo	aluguel	1
875	0	0	1	0	nivel medio	baixa	1	0	1	baixa	2	15456	Nao	3	7	boa	imovel	eletronico	proprio	2
876	0	0	0	0	nivel alto	negativa	1	0	1	baixa	4	15468	Nao	0	12	boa	Nao	mobiliario	gratis	3
877	0	0	0	0	nivel medio	sem conta	1	0	1	muito_alta	2	15468	Nao	10	24	muito pobre	carro ou outro	eletronico	proprio	2
878	0	0	0	0	nivel medio	sem conta	1	0	1	sem conta	3	15972	Nao	6	18	boa	seguro de vida	carro novo	proprio	4
879	1	1	0	0	nivel medio	baixa	1	0	1	media	4	16026	Nao	3	36	boa	Nao	eletronico	gratis	4
880	0	0	0	0	operario	sem conta	3	2	1	baixa	4	16488	Nao	11	12	muito pobre	Nao	educacao	gratis	2
881	0	0	0	0	nivel medio	sem conta	2	0	1	baixa	4	16554	Nao	15	12	boa	seguro de vida	mobiliario	proprio	2
882	0	0	0	0	nivel medio	negativa	1	0	1	sem conta	4	16872	Nao	16	24	boa	imovel	carro_usado	aluguel	2
883	0	0	0	0	nivel medio	baixa	1	0	1	media	1	17376	Nao	1	24	boa	carro ou outro	eletronico	proprio	2
884	0	0	0	0	nivel medio	sem conta	1	0	1	baixa	2	18174	Nao	7	15	boa	carro ou outro	carro_usado	proprio	2
885	1	0	0	0	nivel medio	negativa	1	0	1	baixa	1	18738	Nao	1	24	boa	seguro de vida	carro novo	proprio	4
886	0	0	0	0	operario	baixa	2	2	2	baixa	3	18744	Nao	1	12	muito pobre	imovel	carro novo	proprio	1
887	0	0	0	0	nivel medio	negativa	1	1	1	baixa	1	18894	Nao	1	24	boa	Nao	mobiliario	gratis	4
888	0	0	0	0	nivel medio	sem conta	1	0	1	muito_alta	3	19116	Nao	7	15	boa	carro ou outro	carro novo	aluguel	2
889	1	1	0	0	nivel medio	baixa	1	0	1	media	4	20646	Nao	4	30	boa	carro ou outro	mobiliario	aluguel	2
890	0	0	0	0	operario	sem conta	1	0	2	alta	3	20682	Nao	4	12	boa	imovel	requalificacao	proprio	4
891	0	0	0	0	operario	sem conta	1	0	1	baixa	4	20688	Nao	5	5	boa	imovel	empresa	proprio	1
892	1	1	0	0	nivel medio	negativa	2	0	1	baixa	2	20994	Nao	4	12	muito pobre	imovel	carro novo	proprio	3
893	0	0	0	0	operario	baixa	1	0	1	baixa	1	21438	Nao	3	12	muito pobre	imovel	eletronico	proprio	1
894	0	0	0	0	operario	sem conta	2	0	1	baixa	2	21564	Nao	1	15	pobre	seguro de vida	carro_usado	proprio	1
895	0	0	0	2	nivel medio	sem conta	1	0	1	baixa	1	21654	Nao	4	48	boa	imovel	empresa	proprio	1
896	0	0	1	0	nivel medio	negativa	1	2	1	baixa	4	21792	Nao	3	24	boa	carro ou outro	carro_usado	aluguel	1
897	0	0	0	0	desempregado	baixa	1	0	1	alta	4	22548	Nao	0	24	boa	Nao	eletronico	aluguel	1
898	0	0	0	0	nivel medio	sem conta	1	0	1	baixa	2	23178	Nao	2	24	pobre	Nao	empresa	gratis	1
899	0	0	0	0	nivel medio	negativa	1	0	1	baixa	4	25014	Nao	3	24	boa	seguro de vida	mobiliario	proprio	4
900	0	0	0	0	operario	sem conta	2	0	1	media	2	25632	Nao	2	30	pobre	seguro de vida	empresa	proprio	2
901	1	0	0	0	nivel medio	negativa	1	0	1	baixa	4	25848	Nao	1	48	boa	seguro de vida	empresa	aluguel	3
902	1	0	0	0	nivel medio	sem conta	1	0	1	baixa	4	27666	Nao	1	6	boa	seguro de vida	mobiliario	proprio	1
903	0	0	0	0	nivel medio	sem conta	1	0	1	sem conta	4	28050	Nao	1	12	boa	carro ou outro	carro_usado	aluguel	1
904	1	0	1	0	nivel medio	baixa	2	0	1	baixa	2	29598	Nao	6	39	muito pobre	imovel	eletronico	proprio	2
905	0	0	0	0	nivel medio	negativa	1	0	2	baixa	4	32958	Nao	13	36	boa	Nao	carro_usado	gratis	2
906	1	0	0	0	nivel medio	baixa	1	0	1	baixa	2	35706	Nao	2	48	boa	imovel	eletronico	proprio	2
907	1	0	0	0	nivel medio	baixa	1	0	1	baixa	3	38496	Nao	15	48	boa	Nao	empresa	aluguel	4
908	1	0	0	0	nivel medio	baixa	1	0	1	media	2	39360	Nao	5	48	boa	seguro de vida	carro novo	proprio	3
909	1	0	0	0	nivel medio	sem conta	2	0	1	sem conta	4	40566	Nao	4	18	boa	carro ou outro	carro novo	aluguel	2
910	0	0	0	0	nivel medio	sem conta	2	0	1	sem conta	2	44454	Nao	8	36	boa	seguro de vida	empresa	proprio	3
911	0	0	0	0	desempregado	baixa	1	0	1	sem conta	2	44832	Nao	0	12	boa	imovel	carro novo	aluguel	1
912	0	0	0	0	nivel medio	sem conta	2	0	1	sem conta	4	45576	Nao	11	30	muito pobre	carro ou outro	carro_usado	proprio	1
913	1	0	1	0	nivel medio	negativa	1	0	1	baixa	4	46110	Nao	6	48	boa	carro ou outro	empresa	aluguel	2
914	0	0	0	0	nivel medio	sem conta	1	1	1	baixa	2	48798	Nao	4	36	boa	seguro de vida	carro_usado	proprio	1
915	1	0	0	0	nivel medio	negativa	1	0	2	baixa	2	49374	Nao	4	36	boa	seguro de vida	carro_usado	proprio	2
916	0	0	0	0	nivel medio	baixa	1	0	1	sem conta	2	50922	Nao	6	48	boa	carro ou outro	carro novo	proprio	1
917	0	0	0	0	nivel medio	sem conta	2	0	1	muito_alta	2	51678	Nao	2	27	pobre	carro ou outro	carro_usado	proprio	2
918	0	0	0	0	nivel alto	baixa	1	0	1	sem conta	2	54942	Nao	3	60	pobre	Nao	eletronico	gratis	2
919	1	0	0	0	nivel alto	baixa	2	0	1	baixa	4	69360	Nao	3	24	boa	carro ou outro	carro_usado	aluguel	1
920	0	0	0	0	desempregado	sem conta	1	0	1	baixa	4	4032	Sim	0	6	boa	imovel	carro novo	proprio	1
921	0	0	0	0	nivel medio	sem conta	2	0	1	sem conta	4	4302	Sim	16	24	pobre	carro ou outro	carro novo	proprio	4
922	0	0	0	0	nivel medio	sem conta	1	0	1	alta	4	4362	Sim	14	10	boa	Nao	educacao	gratis	4
923	0	0	0	0	nivel medio	sem conta	1	0	1	baixa	1	4578	Sim	2	12	boa	imovel	mobiliario	proprio	4
924	0	0	0	0	nivel medio	sem conta	2	0	1	alta	2	5616	Sim	11	9	muito pobre	carro ou outro	educacao	proprio	4
925	0	1	0	0	nivel medio	negativa	2	0	1	baixa	3	6228	Sim	6	10	muito pobre	seguro de vida	carro novo	proprio	4
926	0	0	1	0	nivel medio	baixa	2	0	1	baixa	4	6552	Sim	4	12	boa	imovel	eletronico	proprio	4
927	0	0	0	0	nivel alto	negativa	1	0	2	baixa	2	6642	Sim	3	12	boa	imovel	eletronico	aluguel	2
928	0	0	0	0	desempregado	baixa	3	0	1	baixa	3	7050	Sim	0	16	muito pobre	carro ou outro	carro novo	gratis	2
929	0	0	0	0	nivel medio	negativa	1	2	1	sem conta	4	7200	Sim	4	12	boa	seguro de vida	educacao	aluguel	4
930	0	0	0	0	nivel medio	negativa	1	0	1	media	2	7218	Sim	13	6	boa	seguro de vida	carro novo	proprio	3
931	0	0	0	2	nivel medio	sem conta	1	0	1	alta	3	7278	Sim	11	15	boa	seguro de vida	eletronico	proprio	4
932	0	0	0	0	operario	negativa	1	0	1	sem conta	4	7572	Sim	15	12	boa	seguro de vida	mobiliario	proprio	2
933	1	0	0	0	nivel medio	alta	2	0	1	sem conta	4	7626	Sim	4	15	muito pobre	Nao	eletronico	gratis	3
934	0	0	0	0	nivel medio	alta	2	0	2	media	4	7938	Sim	8	6	muito pobre	carro ou outro	carro novo	proprio	2
935	0	0	0	0	nivel medio	sem conta	1	1	2	media	4	8076	Sim	14	6	boa	Nao	eletronico	gratis	2
936	0	0	0	0	nivel medio	baixa	1	0	1	alta	2	8460	Sim	15	14	boa	imovel	empresa	proprio	1
937	1	0	0	0	nivel alto	negativa	1	0	1	baixa	2	8532	Sim	1	9	boa	Nao	carro novo	gratis	3
938	0	0	0	0	nivel alto	sem conta	1	0	1	baixa	2	9030	Sim	2	18	boa	Nao	eletronico	gratis	4
939	0	0	1	0	nivel medio	baixa	2	0	1	sem conta	4	9222	Sim	15	15	muito pobre	imovel	eletronico	proprio	4
940	0	0	0	0	nivel medio	sem conta	2	0	1	baixa	2	9324	Sim	6	6	muito pobre	carro ou outro	eletronico	aluguel	1
941	0	0	0	0	nivel alto	negativa	2	0	1	baixa	1	11280	Sim	5	18	muito pobre	seguro de vida	eletronico	proprio	4
942	1	0	0	0	nivel alto	alta	1	0	1	baixa	4	11448	Sim	12	30	pobre	imovel	empresa	proprio	4
943	0	0	0	0	nivel medio	baixa	1	1	1	muito_alta	3	11478	Sim	1	18	boa	imovel	empresa	proprio	3
944	0	1	0	0	nivel alto	negativa	1	1	1	baixa	4	11640	Sim	1	18	boa	Nao	eletronico	gratis	3
945	0	0	0	0	nivel alto	sem conta	1	0	1	sem conta	4	12798	Sim	11	12	boa	Nao	carro novo	gratis	4
946	1	0	0	0	nivel medio	negativa	2	0	1	baixa	1	12870	Sim	5	36	pobre	carro ou outro	empresa	proprio	2
947	1	0	0	0	nivel medio	sem conta	1	0	1	baixa	2	13014	Sim	3	18	pobre	carro ou outro	empresa	proprio	4
948	0	0	0	0	nivel medio	sem conta	2	0	2	sem conta	4	13182	Sim	6	24	muito pobre	carro ou outro	carro_usado	proprio	4
949	0	0	0	0	nivel medio	negativa	1	0	1	sem conta	4	13272	Sim	5	20	boa	carro ou outro	mobiliario	proprio	4
950	1	0	0	0	nivel medio	baixa	2	2	1	baixa	4	13350	Sim	12	36	pobre	Nao	carro novo	gratis	4
951	0	1	0	0	nivel medio	sem conta	1	0	1	sem conta	4	13986	Sim	13	12	muito pobre	imovel	eletronico	proprio	1
952	0	0	0	0	nivel medio	alta	1	0	1	alta	2	14160	Sim	2	15	muito pobre	carro ou outro	carro_usado	proprio	2
953	0	0	0	0	nivel medio	sem conta	2	0	2	alta	2	14250	Sim	4	24	pobre	carro ou outro	empresa	proprio	4
954	0	0	0	1	nivel alto	negativa	4	0	2	baixa	4	14652	Sim	11	27	muito pobre	carro ou outro	empresa	proprio	4
955	0	0	0	0	nivel alto	sem conta	1	0	1	sem conta	4	14856	Sim	13	21	boa	imovel	carro_usado	proprio	4
956	0	0	0	2	nivel medio	negativa	1	0	1	alta	4	14898	Sim	3	24	boa	imovel	mobiliario	proprio	4
957	0	0	0	0	nivel medio	baixa	2	0	1	muito_alta	2	16470	Sim	6	21	muito pobre	carro ou outro	mobiliario	proprio	3
958	0	0	0	0	nivel medio	baixa	1	1	1	sem conta	4	16560	Sim	13	24	boa	Nao	carro_usado	gratis	4
959	1	0	0	0	nivel medio	baixa	1	2	1	sem conta	2	16572	Sim	16	12	boa	seguro de vida	mobiliario	proprio	1
960	0	0	0	2	nivel medio	negativa	1	0	1	alta	4	16968	Sim	3	24	boa	imovel	mobiliario	proprio	4
961	0	0	0	0	nivel medio	negativa	1	2	2	sem conta	4	17784	Sim	14	24	boa	Nao	carro_usado	gratis	4
962	0	0	0	0	nivel medio	alta	2	0	1	sem conta	2	18888	Sim	2	24	muito pobre	carro ou outro	eletronico	proprio	3
963	0	0	0	0	nivel alto	sem conta	1	0	1	alta	2	19410	Sim	15	24	boa	carro ou outro	eletronico	proprio	3
964	0	0	0	0	nivel alto	sem conta	1	0	1	baixa	4	19650	Sim	12	21	muito pobre	carro ou outro	carro_usado	proprio	1
965	1	0	0	0	nivel medio	negativa	1	0	1	baixa	4	20316	Sim	9	12	boa	Nao	carro_usado	gratis	3
966	0	0	0	2	nivel medio	baixa	1	0	2	muito_alta	2	20976	Sim	2	30	boa	carro ou outro	mobiliario	proprio	4
967	0	0	0	0	nivel alto	sem conta	1	2	1	baixa	2	21408	Sim	9	15	boa	carro ou outro	eletronico	aluguel	4
968	0	0	0	0	nivel medio	baixa	1	0	1	baixa	4	21672	Sim	13	18	muito pobre	seguro de vida	mobiliario	proprio	3
969	0	0	0	0	nivel medio	baixa	3	0	1	baixa	4	21702	Sim	12	12	muito pobre	carro ou outro	mobiliario	aluguel	1
970	0	0	0	0	nivel medio	negativa	2	0	1	muito_alta	4	21732	Sim	12	30	boa	seguro de vida	mobiliario	aluguel	4
971	0	0	0	0	nivel medio	sem conta	1	0	1	media	4	22872	Sim	1	15	boa	carro ou outro	carro_usado	proprio	1
972	0	0	0	0	operario	sem conta	1	0	1	sem conta	4	23010	Sim	11	36	boa	imovel	eletronico	proprio	2
973	0	0	0	0	nivel medio	baixa	1	0	1	media	2	23268	Sim	1	24	muito pobre	carro ou outro	carro novo	proprio	4
974	0	0	0	0	nivel medio	sem conta	1	0	1	baixa	4	23832	Sim	6	24	boa	seguro de vida	mobiliario	aluguel	2
975	0	0	0	0	operario	baixa	1	0	1	sem conta	4	26106	Sim	3	24	boa	seguro de vida	mobiliario	proprio	1
976	0	0	0	0	nivel alto	sem conta	1	0	1	baixa	2	28116	Sim	4	36	boa	Nao	carro_usado	gratis	2
977	1	1	0	0	nivel medio	negativa	2	0	1	baixa	4	29058	Sim	13	12	muito pobre	seguro de vida	carro novo	aluguel	3
978	0	0	0	0	nivel medio	baixa	1	0	1	sem conta	4	30504	Sim	14	24	boa	carro ou outro	eletronico	proprio	2
979	0	0	0	0	nivel medio	sem conta	4	0	2	sem conta	4	31140	Sim	15	27	boa	seguro de vida	reformas	proprio	4
980	0	0	0	0	desempregado	baixa	1	1	1	sem conta	4	32286	Sim	0	48	boa	Nao	outro	gratis	3
981	0	0	0	0	nivel medio	sem conta	2	0	1	media	2	34452	Sim	6	36	boa	carro ou outro	empresa	proprio	2
982	1	0	0	0	nivel medio	sem conta	2	0	1	sem conta	1	35658	Sim	1	24	boa	carro ou outro	eletronico	proprio	1
983	0	0	0	0	nivel medio	baixa	2	1	1	media	4	36888	Sim	15	20	boa	carro ou outro	carro_usado	proprio	3
984	0	0	0	0	operario	baixa	1	0	2	baixa	4	37224	Sim	4	18	pobre	imovel	reformas	proprio	2
985	1	0	0	0	nivel medio	negativa	2	0	1	baixa	4	37986	Sim	15	48	muito pobre	Nao	carro_usado	gratis	4
986	1	0	0	0	nivel alto	sem conta	2	2	2	baixa	4	38748	Sim	10	18	boa	Nao	carro novo	proprio	2
987	1	0	0	0	nivel medio	negativa	1	0	1	baixa	2	40548	Sim	4	48	boa	carro ou outro	eletronico	proprio	3
988	1	0	0	0	nivel alto	baixa	1	0	2	media	2	41100	Sim	0	15	boa	seguro de vida	carro novo	proprio	1
989	0	0	0	0	nivel alto	baixa	1	2	1	baixa	4	43848	Sim	0	10	boa	Nao	carro novo	gratis	2
990	0	0	0	0	nivel alto	negativa	1	0	1	baixa	1	44856	Sim	6	48	boa	Nao	educacao	gratis	4
991	1	0	0	0	nivel alto	baixa	4	0	1	media	4	48516	Sim	15	36	pobre	carro ou outro	carro novo	proprio	2
992	1	0	0	0	nivel alto	baixa	2	0	1	baixa	4	49908	Sim	12	27	boa	Nao	empresa	gratis	2
993	0	0	0	2	nivel medio	sem conta	1	0	1	sem conta	3	61332	Sim	5	48	boa	carro ou outro	eletronico	proprio	4
994	0	0	0	0	nivel alto	sem conta	1	1	1	sem conta	4	82536	Sim	11	60	muito pobre	Nao	carro novo	gratis	2
995	1	0	0	0	nivel alto	baixa	1	0	1	baixa	2	84162	Sim	5	60	boa	Nao	carro novo	proprio	4
996	1	0	0	0	nivel alto	baixa	1	0	1	baixa	2	85908	Sim	14	36	boa	Nao	carro novo	gratis	4
997	1	0	0	0	nivel alto	baixa	2	2	1	media	4	88692	Sim	10	60	boa	Nao	outro	gratis	3
998	0	0	0	0	nivel medio	sem conta	2	0	1	baixa	4	93918	Sim	5	60	pobre	carro ou outro	eletronico	proprio	2
999	1	0	0	0	nivel medio	baixa	1	0	1	baixa	2	94032	Sim	3	48	boa	carro ou outro	empresa	proprio	2
